13,5,779.0,159.8,181.0,109.30000000000001,1,1,1.0
14,2,306.9,0.0,396.2900000000001,111.57,1,1,1.0
14,3,95.22,0.15,218.48,62.25,1,1,1.0
14,5,735.7,149.0,224.29999999999995,120.10000000000002,1,1,1.0
14,6,0.0,175.48,15.27,49.76000000000002,1,1,1.0
15,2,306.7,0.0,396.00000000000006,111.43,1,1,1.0
15,3,95.23,0.15,218.37,62.25,1,1,1.0
15,5,693.6,143.0,266.4,120.10000000000002,1,1,1.0
15,6,0.0,164.3,32.9,78.29999999999998,1,1,1.0
16,2,306.9,0.0,395.53,111.29,1,1,1.0
16,3,95.24,0.15,218.65999999999997,62.25,1,1,1.0
16,5,656.3,134.6,268.80000000000007,117.70000000000002,1,1,1.0
16,6,0.0,164.3,52.3,91.80000000000001,1,1,1.0
17,2,307.0,0.0,395.15,111.15,1,1,1.0
17,3,95.25,0.15,218.95,62.25,1,1,1.0
17,5,619.04,126.19,265.1600000000001,111.71000000000001,1,1,1.0
17,6,0.0,164.3,72.1,106.0,1,1,1.0
18,2,306.6,0.0,395.69999999999993,111.01,1,1,1.0
18,3,95.26,0.15,218.86,62.24,1,1,1.0
18,5,584.19,121.38,249.51,108.12,1,1,1.0
18,6,0.0,165.9,91.5,114.6,1,1,1.0
19,2,307.3,0.0,396.09999999999997,110.87,1,1,1.0
19,3,95.27,0.15,218.77000000000004,62.230000000000004,1,1,1.0
19,5,548.13,115.37,242.26999999999998,103.32999999999998,1,1,1.0
19,6,0.0,174.1,114.88,118.59,1,1,1.0
20,2,307.1,0.0,395.5,110.72,1,1,1.0
20,3,95.28,0.15,218.69000000000003,62.22,1,1,1.0
20,5,516.88,112.97,235.01999999999998,96.13,1,1,1.0
20,6,0.0,181.3,140.6,124.89999999999998,1,1,1.0
21,2,306.5,0.0,396.6,110.58,1,1,1.0
21,3,95.29,0.15,218.59999999999997,62.21,1,1,1.0
21,5,485.64,110.56,224.15999999999997,92.53999999999999,1,1,1.0
21,6,0.0,189.8,163.9,130.09999999999997,1,1,1.0
22,2,306.1,0.0,396.19999999999993,110.44,1,1,1.0
22,3,95.3,0.15,218.51,62.190000000000005,1,1,1.0
22,5,454.39,103.35,222.90999999999997,91.35,1,1,1.0
22,6,0.0,197.8,194.9,136.59999999999997,1,1,1.0
23,2,306.0,0.0,397.0,110.3,1,1,1.0
23,3,95.31,0.15,218.42000000000002,62.18,1,1,1.0
23,5,426.75,94.94,211.64999999999998,91.35,1,1,1.0
23,6,13.28,207.5,212.22,142.60000000000002,1,1,1.0
24,2,306.2,0.0,397.00000000000006,110.16,1,1,1.0
24,3,95.32,0.15,218.34000000000003,62.17,1,1,1.0
24,5,401.25,92.9,204.54999999999995,87.29999999999998,1,1,1.0
24,6,36.63,216.35,223.07,153.45000000000002,1,1,1.0
25,2,305.5,0.0,397.90999999999997,110.02,1,1,1.0
25,3,95.33,0.15,218.25,62.160000000000004,1,1,1.0
25,5,377.79,88.82,193.31,84.28,1,1,1.0
25,6,56.3,227.6,241.2,159.91,1,1,1.0
26,2,306.5,0.0,396.65,109.88,1,1,1.0
26,3,95.34,0.15,218.16,62.15,1,1,1.0
26,5,351.27,84.74,189.23000000000002,84.26,1,1,1.0
26,6,82.5,238.9,256.1,171.54999999999998,1,1,1.0
27,2,306.1,0.0,396.79999999999995,109.74,1,1,1.0
27,3,95.29,0.15,218.46999999999997,61.75,1,1,1.0
27,5,329.85,79.64,181.04999999999995,82.26,1,1,1.0
27,6,111.59,248.6,275.51,185.70000000000002,1,1,1.0
28,2,305.9,0.0,397.06000000000006,109.6,1,1,1.0
28,3,95.25,0.15,218.76999999999998,61.35,1,1,1.0
28,5,307.41,76.58,175.98999999999995,78.22000000000001,1,1,1.0
28,6,140.68,259.18,297.52,199.82,1,1,1.0
29,2,306.6,0.0,396.41999999999996,109.46,1,1,1.0
29,3,95.2,0.15,219.07999999999998,60.95,1,1,1.0
29,5,285.99,71.48,168.81,78.21999999999998,1,1,1.0
29,6,172.42,277.7,319.58000000000004,206.86,1,1,1.0
29,7,914.29,182.33,45.710000000000036,72.25,1,1,1.0
30,2,307.4,0.0,395.68000000000006,109.32,1,1,1.0
30,3,95.16,0.15,219.38000000000002,60.550000000000004,1,1,1.0
30,5,269.67,69.44,160.63,73.16,1,1,1.0
30,6,209.4,290.9,346.95000000000005,226.27999999999997,1,1,1.0
30,7,862.5,166.6,97.5,81.70000000000002,1,1,1.0
31,2,306.4,0.0,396.74,109.18,1,1,1.0
31,3,95.11,0.15,219.68,60.15,1,1,1.0
31,5,248.25,67.4,158.55,71.1,1,1,1.0
31,6,249.07,308.5,377.83,231.5,1,1,1.0
31,7,816.2,160.3,143.79999999999995,88.0,1,1,1.0
32,2,306.0,0.0,397.20000000000005,109.03,1,1,1.0
32,3,95.07,0.15,219.98000000000002,59.75,1,1,1.0
32,5,229.89,66.38,155.51,67.02000000000001,1,1,1.0
32,6,296.7,329.7,401.59999999999997,210.3,1,1,1.0
32,7,771.4,150.9,188.60000000000002,103.68,1,1,1.0
33,2,306.02,0.0,397.14,108.89,1,1,1.0
33,3,95.02,0.15,219.65000000000003,59.53,1,1,1.0
33,5,212.55,62.3,150.45,67.00000000000001,1,1,1.0
33,6,346.1,345.57,417.42999999999995,194.43,1,1,1.0
33,7,726.6,131.3,233.39999999999998,113.07,1,1,1.0
34,2,306.04,0.0,397.07,108.75,1,1,1.0
34,3,94.98,0.15,219.32,59.32,1,1,1.0
34,5,196.23,59.24,146.37000000000003,63.96,1,1,1.0
34,6,403.4,369.37,431.5,170.63,1,1,1.0
34,7,687.3,128.2,252.2800000000001,104.39000000000001,1,1,1.0
35,2,306.05,0.0,397.02000000000004,108.61,1,1,1.0
35,3,94.93,0.15,218.99,59.1,1,1,1.0
35,5,182.97,56.18,135.13000000000002,61.919999999999995,1,1,1.0
35,6,469.51,395.82,436.78999999999996,144.18,1,1,1.0
35,7,648.0,119.6,241.32000000000005,100.43,1,1,1.0
36,2,306.07,0.0,396.95,108.47,1,1,1.0
36,3,94.89,0.15,218.65000000000003,58.89,1,1,1.0
36,5,168.87,53.51,131.32999999999998,63.089999999999996,1,1,1.0
36,6,536.51,420.5,423.49,119.5,1,1,1.0
36,7,613.4,111.7,229.58000000000004,98.11999999999999,1,1,1.0
37,2,306.09,0.0,396.89000000000004,108.33,1,1,1.0
37,3,94.84,0.15,218.32000000000002,58.67,1,1,1.0
37,5,154.01,52.4,127.49000000000001,60.77,1,1,1.0
37,6,621.14,448.71,338.86,91.29000000000002,1,1,1.0
37,7,577.3,99.9,222.49,102.06,1,1,1.0
38,2,306.11,0.0,396.81999999999994,108.19,1,1,1.0
38,3,94.8,0.15,217.97999999999996,58.45,1,1,1.0
38,5,140.3,49.7,125.95999999999998,58.14,1,1,1.0
38,6,739.27,484.85,220.73000000000002,55.14999999999998,1,1,1.0
38,7,543.5,93.6,215.45000000000005,98.94,1,1,1.0
39,2,306.13,0.0,396.76,108.05,1,1,1.0
39,3,94.75,0.15,217.64999999999998,58.24,1,1,1.0
39,5,126.58,45.89,121.02,58.14,1,1,1.0
39,6,847.7,514.82,112.29999999999995,25.17999999999995,1,1,1.0
39,7,508.9,89.7,209.21000000000004,90.27,1,1,1.0
40,2,306.15,0.0,396.69000000000005,107.91,1,1,1.0
40,3,94.71,0.15,217.62,58.02,1,1,1.0
40,5,113.24,44.4,119.16000000000001,56.96,1,1,1.0
40,7,478.3,86.6,204.46999999999997,84.74000000000001,1,1,1.0
41,2,306.16,0.0,396.63999999999993,107.77,1,1,1.0
41,3,94.66,0.15,217.6,57.81,1,1,1.0
41,5,101.0,43.3,116.5,55.39,1,1,1.0
41,7,448.5,80.3,198.14,84.75000000000001,1,1,1.0
42,2,305.97,0.14,396.92999999999995,106.76,1,1,1.0
42,3,94.62,0.15,217.57,57.59,1,1,1.0
42,5,88.81,41.4,112.69,54.24,1,1,1.0
42,7,422.6,79.5,186.34000000000003,78.47999999999999,1,1,1.0
43,2,305.78,0.29,398.12,106.61,1,1,1.0
43,3,94.57,0.15,217.56,57.370000000000005,1,1,1.0
43,5,76.61,38.73,109.69000000000001,54.25000000000001,1,1,1.0
43,7,395.9,77.1,178.49,75.39000000000001,1,1,1.0
44,2,305.08,0.25,397.71999999999997,107.34,1,1,1.0
44,3,94.52,0.15,217.54000000000002,57.160000000000004,1,1,1.0
44,5,63.66,36.4,108.53999999999999,53.15,1,1,1.0
44,7,371.6,69.2,172.93999999999994,76.21999999999998,1,1,1.0
45,2,304.9,0.0,396.9,106.83,1,1,1.0
45,3,94.48,0.15,217.51,56.940000000000005,1,1,1.0
45,5,54.9,33.73,105.1,53.15,1,1,1.0
45,7,348.8,65.3,166.68,73.83,1,1,1.0
46,2,304.08,0.0,397.92,106.19,1,1,1.0
46,3,94.43,0.15,217.49,56.730000000000004,1,1,1.0
46,5,42.33,32.6,105.10000000000001,51.60999999999999,1,1,1.0
46,7,323.7,62.2,161.94,70.64999999999999,1,1,1.0
47,2,304.35,0.0,397.54999999999995,105.97,1,1,1.0
47,3,94.39,0.15,217.46000000000004,56.51,1,1,1.0
47,5,33.18,30.31,100.12,51.620000000000005,1,1,1.0
47,7,302.5,59.8,156.44,69.11999999999999,1,1,1.0
48,2,304.24,0.0,397.46000000000004,105.57,1,1,1.0
48,3,94.34,0.15,217.43999999999997,56.29,1,1,1.0
48,5,22.51,28.03,100.11999999999999,51.61,1,1,1.0
48,7,282.9,57.4,151.69,67.6,1,1,1.0
49,2,304.13,0.0,395.87,105.74,1,1,1.0
49,3,94.3,0.15,217.40999999999997,56.08,1,1,1.0
49,5,13.4,28.4,97.41999999999999,49.330000000000005,1,1,1.0
49,7,263.3,54.3,146.15999999999997,66.77,1,1,1.0
50,2,303.7,0.0,397.40000000000003,106.5,1,1,1.0
50,3,94.25,0.15,217.39999999999998,55.86,1,1,1.0
50,5,5.4,26.5,92.5,47.8,1,1,1.0
50,7,244.5,53.5,141.39999999999998,64.43,1,1,1.0
51,2,303.5,0.0,397.0,106.2,1,1,1.0
51,3,94.21,0.15,217.37,55.65,1,1,1.0
51,5,0.0,24.59,87.2,47.81,1,1,1.0
51,7,226.4,48.0,135.93999999999997,64.43,1,1,1.0
52,2,303.3,0.0,397.83,105.95,1,1,1.0
52,3,94.16,0.15,217.35,55.43,1,1,1.0
52,5,0.0,20.4,78.82,47.809999999999995,1,1,1.0
52,7,210.7,46.4,130.43,62.11000000000001,1,1,1.0
53,2,304.4,0.0,396.57000000000005,106.5,1,1,1.0
53,3,94.12,0.15,217.32,55.21,1,1,1.0
53,5,0.0,20.02,67.76,47.81,1,1,1.0
53,7,195.8,44.0,121.76999999999998,60.58,1,1,1.0
54,2,304.5,0.0,396.29999999999995,107.5,1,1,1.0
54,3,94.07,0.15,217.3,55.0,1,1,1.0
54,5,0.0,19.26,59.76,47.80999999999999,1,1,1.0
54,7,179.7,38.9,123.5,62.14000000000001,1,1,1.0
55,2,304.9,0.0,395.98,107.1,1,1,1.0
55,3,94.03,0.15,217.27,54.78,1,1,1.0
55,5,0.38,17.74,51.0,47.80000000000001,1,1,1.0
55,7,164.6,36.54,120.00000000000003,61.36000000000001,1,1,1.0
56,2,304.2,0.0,396.77000000000004,106.25,1,1,1.0
56,3,93.98,0.15,217.25,54.57,1,1,1.0
56,5,0.0,18.5,40.71,44.75,1,1,1.0
56,7,149.81,35.3,116.58999999999997,60.28,1,1,1.0
57,2,304.2,0.0,396.84999999999997,105.4,1,1,1.0
57,3,93.94,0.15,217.23000000000002,54.35,1,1,1.0
57,5,0.0,17.7,33.85,42.510000000000005,1,1,1.0
57,7,135.65,35.5,115.75,57.33,1,1,1.0
58,2,304.3,0.0,396.83,105.47,1,1,1.0
58,3,93.89,0.15,217.12,55.58,1,1,1.0
58,5,0.0,25.3,23.56,33.0,1,1,1.0
58,7,124.66,33.59,109.24000000000001,57.11,1,1,1.0
59,2,304.1,0.0,397.12,105.53,1,1,1.0
59,3,93.85,0.15,217.01000000000002,56.82,1,1,1.0
59,5,0.0,23.8,14.8,31.830000000000002,1,1,1.0
59,7,111.8,35.28,107.7,53.519999999999996,1,1,1.0
60,2,304.0,0.0,396.9,105.6,1,1,1.0
60,3,93.8,0.15,216.89999999999998,58.050000000000004,1,1,1.0
60,5,0.0,26.1,7.17,29.15,1,1,1.0
60,7,100.4,33.8,101.97999999999999,53.3,1,1,1.0
